species	max_distance	mean_distance	std_distance	quartile_75_distance	quartile_25_distance	max_length	min_length
Marivirga tractuosa	0.0	0.0		0.0	0.0	4516490.0	4516490.0
Marivivens sp.	0.0	0.0		0.0	0.0	3147211.0	3147211.0
Martelella endophytica	0.0	0.0		0.0	0.0	4817335.0	4817335.0
Martelella mediterranea	0.0	0.0		0.0	0.0	5693067.0	5693067.0
Martelella sp.	0.0	0.0		0.0	0.0	5036008.0	5036008.0
Massilia albidiflava	0.0	0.0		0.0	0.0	7437157.0	7437157.0
Massilia armeniaca	0.0	0.0		0.0	0.0	6337491.0	6337491.0
Massilia oculi	0.0	0.0		0.0	0.0	5844653.0	5844653.0
Massilia plicata	0.0	0.0		0.0	0.0	5887622.0	5887622.0
Massilia putida	0.0	0.0		0.0	0.0	7523017.0	7523017.0
Massilia sp.	0.23011	0.13333644444444445	0.10180038434739713	0.191731	0.0	6361416.0	6216151.0
Massilia umbonata	0.0	0.0		0.0	0.0	7426165.0	7426165.0
Massilia violaceinigra	0.0	0.0		0.0	0.0	7530059.0	7530059.0
Megamonas hypermegale	0.0	0.0		0.0	0.0	2230342.0	2230342.0
Megasphaera elsdenii	0.0212234	0.012962844444444446	0.009815980936858922	0.0196919	0.0	2566193.0	2478942.0
Megasphaera hexanoica	0.0	0.0		0.0	0.0	2877851.0	2877851.0
Megasphaera stantonii	0.0	0.0		0.0	0.0	2652760.0	2652760.0
Meiothermus ruber	0.0	0.0		0.0	0.0	3097457.0	3097457.0
Meiothermus silvanus	0.0	0.0		0.0	0.0	3721669.0	3721669.0
Melaminivora sp.	0.118834	0.059417	0.06860884188887999	0.118834	0.0	3754020.0	3358427.0
Melioribacter roseus	0.0	0.0		0.0	0.0	3300414.0	3300414.0
Melissococcus plutonius	0.00691005	0.003340997777777778	0.003305023581893092	0.00662843	0.0	2073864.0	2045253.0
Melittangium boletus	0.0	0.0		0.0	0.0	9910441.0	9910441.0
Mesoplasma chauliocola	0.0	0.0		0.0	0.0	854780.0	854780.0
Mesoplasma coleopterae							
Mesoplasma entomophilum	0.0	0.0	0.0	0.0	0.0	847967.0	847966.0
Mesoplasma florum	0.0324062	0.01914378296296296	0.010149038473174126	0.0298988	0.0115313	825824.0	738512.0
Mesoplasma lactucae	0.0	0.0	0.0	0.0	0.0	837471.0	837387.0
Mesoplasma syrphidae	0.0	0.0		0.0	0.0	908214.0	908214.0
Mesoplasma tabanidae	0.0	0.0		0.0	0.0	846907.0	846907.0
Mesorhizobium amorphae	0.0	0.0		0.0	0.0	7343952.0	7343952.0
Mesorhizobium australicum	0.0	0.0		0.0	0.0	6200534.0	6200534.0
Mesorhizobium ciceri	0.014871	0.009140955555555556	0.006922862347705448	0.0140492	0.0	6943628.0	6690028.0
Mesorhizobium japonicum	0.0	0.0		0.0	0.0	7596297.0	7596297.0
Mesorhizobium loti	0.0	0.0		0.0	0.0	7481739.0	7481739.0
Mesorhizobium oceanicum	0.0	0.0		0.0	0.0	5324561.0	5324561.0
Mesorhizobium opportunistum	0.0	0.0		0.0	0.0	6884444.0	6884444.0
Mesorhizobium sp.	0.23011	0.10791545185185185	0.05958395498437711	0.13538	0.08433020000000001	7779814.0	6165597.0
Mesotoga prima	0.0	0.0		0.0	0.0	2975953.0	2975953.0
Methylacidiphilum fumariolicum	0.0	0.0		0.0	0.0	2476671.0	2476671.0
Methylacidiphilum infernorum	0.0	0.0		0.0	0.0	2287145.0	2287145.0
Methylibium petroleiphilum							
Methylibium sp.	0.0	0.0		0.0	0.0	3941137.0	3941137.0
Methylobacillus flagellatus	0.0	0.0		0.0	0.0	2971517.0	2971517.0
Methylobacterium aquaticum	0.0	0.0		0.0	0.0	7557960.0	7557960.0
Methylobacterium nodulans	0.0	0.0		0.0	0.0	8839022.0	8839022.0
Methylobacterium oryzae	0.0	0.0		0.0	0.0	6286629.0	6286629.0
Methylobacterium phyllosphaerae							
Methylobacterium radiotolerans							
Methylobacterium sp.	0.210897	0.14777468124999998	0.061445770005492624	0.179197	0.15039124999999998	7737025.0	5539695.0
Methylocaldum marinum	0.0	0.0		0.0	0.0	6088916.0	6088916.0
Methyloceanibacter caenitepidi	0.0	0.0		0.0	0.0	3424964.0	3424964.0
Methyloceanibacter sp.	0.0	0.0		0.0	0.0	3209973.0	3209973.0
Methylocella silvestris	0.0	0.0		0.0	0.0	4305430.0	4305430.0
Methylocella tundrae	0.0	0.0		0.0	0.0	4422463.0	4422463.0
Methylococcus capsulatus	0.0	0.0		0.0	0.0	3304561.0	3304561.0
Methylocystis bryophila	0.0	0.0		0.0	0.0	4707971.0	4707971.0
Methylocystis rosea	0.0	0.0		0.0	0.0	4209683.0	4209683.0
Methylocystis sp.	0.0	0.0		0.0	0.0	3773444.0	3773444.0
Methylomicrobium alcaliphilum	0.0	0.0		0.0	0.0	4796711.0	4796711.0
Methylomicrobium sp.	0.0	0.0		0.0	0.0	5056496.0	5056496.0
Methylomonas denitrificans	0.0	0.0		0.0	0.0	5172098.0	5172098.0
Methylomonas koyamae							
Methylomonas methanica	0.0	0.0		0.0	0.0	5051681.0	5051681.0
Methylomonas sp.	0.191731	0.0958655	0.11069594446199614	0.191731	0.0	5233523.0	5127407.0
Methylomusa anaerophila	0.0	0.0		0.0	0.0	4781198.0	4781198.0
Methylophaga frappieri	0.0	0.0		0.0	0.0	2745290.0	2745290.0
Methylophaga nitratireducenticrescens	0.0	0.0		0.0	0.0	3137100.0	3137100.0
Methylophilus sp.	0.0	0.0		0.0	0.0	3079044.0	3079044.0
Methylorubrum extorquens	0.0360949	0.026037677777777775	0.012045734812742667	0.033042699999999994	0.0281347	6879778.0	5471154.0
Methylorubrum populi	0.0816138	0.0408069	0.04711974939958828	0.0816138	0.0	5943875.0	5848997.0
Methylorubrum zatmanii							
Methylosinus trichosporium	0.0	0.0		0.0	0.0	5183433.0	5183433.0
Methylotenera mobilis	0.0	0.0		0.0	0.0	2547570.0	2547570.0
Methylotenera versatilis	0.0	0.0		0.0	0.0	3059871.0	3059871.0
Methyloversatilis sp.	0.0	0.0		0.0	0.0	3937190.0	3937190.0
Methylovirgula ligni	0.0	0.0		0.0	0.0	3298588.0	3298588.0
Methylovorus glucosetrophus							
Methylovorus sp.	0.0	0.0		0.0	0.0	2862391.0	2862391.0
Methylovulum psychrotolerans	0.0	0.0		0.0	0.0	4923400.0	4923400.0
Micavibrio aeruginosavorus	0.08576080000000001	0.042880400000000006	0.049514020965917664	0.08576080000000001	0.0	2481983.0	2458610.0
Microbacterium aurum	0.0	0.0		0.0	0.0	3424892.0	3424892.0
Microbacterium chocolatum	0.0	0.0		0.0	0.0	3168630.0	3168630.0
Microbacterium foliorum	0.0	0.0		0.0	0.0	3568138.0	3568138.0
Microbacterium hominis	0.0	0.0		0.0	0.0	3624793.0	3624793.0
Microbacterium lemovicicum	0.0	0.0		0.0	0.0	3555647.0	3555647.0
Microbacterium oleivorans	0.0	0.0		0.0	0.0	2996750.0	2996750.0
Microbacterium oxydans	0.119909	0.0599545	0.06922949342825883	0.119909	0.0	3906890.0	3824290.0
Microbacterium paludicola	0.0	0.0		0.0	0.0	3410829.0	3410829.0
Microbacterium sediminis	0.0	0.0		0.0	0.0	2919864.0	2919864.0
Microbacterium sp.	0.295981	0.17694805325443788	0.06734575555794589	0.210897	0.154223	4827965.0	3266665.0
Microbacterium testaceum	0.0	0.0		0.0	0.0	3982034.0	3982034.0
Microbulbifer agarilyticus	0.0	0.0		0.0	0.0	4255625.0	4255625.0
Microbulbifer aggregans	0.0	0.0		0.0	0.0	3864326.0	3864326.0
Microbulbifer sp.	0.0	0.0		0.0	0.0	5035829.0	5035829.0
Microbulbifer thermotolerans	0.0	0.0		0.0	0.0	3938396.0	3938396.0
Microcella alkaliphila	0.0	0.0		0.0	0.0	2702837.0	2702837.0
Micrococcus luteus	0.0255655	0.014039628425	0.011606197433259219	0.02520175	1.787055e-05	2553002.0	2483045.0
Microcoleus sp.	0.0	0.0		0.0	0.0	7966510.0	7966510.0
Microcystis aeruginosa	0.047688	0.029213562499999998	0.02242861170588065	0.046377699999999994	0.0027947250000000005	5842795.0	4301200.0
Microcystis panniformis							
Microcystis sp.							
Microcystis viridis							
Microlunatus phosphovorus	0.0	0.0		0.0	0.0	5683123.0	5683123.0
Micromonospora aurantiaca	0.0116661	0.00583305	0.006735425975393093	0.0116661	0.0	7255264.0	7025559.0
Micromonospora sp.	0.0	0.0		0.0	0.0	7040153.0	7040153.0
Micromonospora tulbaghiae							
Micropruina glycogenica	0.0	0.0		0.0	0.0	3844677.0	3844677.0
Microterricola viridarii	0.0	0.0		0.0	0.0	3689726.0	3689726.0
Microvirga ossetica	0.0	0.0		0.0	0.0	9631051.0	9631051.0
Microvirga sp.	0.0	0.0		0.0	0.0	4403107.0	4403107.0
Miniimonas sp.	0.0	0.0		0.0	0.0	3772642.0	3772642.0
Mitsuaria sp.	0.0	0.0		0.0	0.0	6085092.0	6085092.0
Mixta calida							
Mixta gaviniae	0.0	0.0		0.0	0.0	4527605.0	4527605.0
Mobiluncus curtisii	0.0	0.0		0.0	0.0	2146480.0	2146480.0
Modestobacter marinus	0.0	0.0		0.0	0.0	5575517.0	5575517.0
Mogibacterium diversum	0.0	0.0		0.0	0.0	1815831.0	1815831.0
Moorea producens	0.0	0.0		0.0	0.0	9708656.0	9708656.0
Moorella thermoacetica	0.023677700000000003	0.010814292375999998	0.009424512998605744	0.0188675	9.55247e-05	2976077.0	2527564.0
Moraxella bovis	0.0	0.0		0.0	0.0	2911207.0	2911207.0
Moraxella bovoculi	0.0353885	0.018884225714285715	0.015656727886099397	0.0342477	0.00232584	2400952.0	2120340.0
Moraxella catarrhalis	0.008307799999999999	0.006041843555555555	0.002414673013155475	0.007286187499999999	0.00628226	2045324.0	1832141.0
Moraxella cuniculi	0.0	0.0		0.0	0.0	2202865.0	2202865.0
Moraxella osloensis	0.0485634	0.030833994444444443	0.01792185479433173	0.0445606	0.0303826	3043784.0	2621004.0
Moraxella ovis							
Moraxellaceae bacterium	0.0	0.0		0.0	0.0	3777352.0	3777352.0
Mordavella sp.	0.0	0.0		0.0	0.0	2769591.0	2769591.0
Morganella morganii	0.0427316	0.015769800000000004	0.01274440947468657	0.0156702	0.010526100000000002	4298458.0	3799539.0
Moritella viscosa	0.0	0.0		0.0	0.0	5093989.0	5093989.0
Moritella yayanosii	0.0	0.0		0.0	0.0	4433651.0	4433651.0
Mucilaginibacter gotjawali	0.0	0.0		0.0	0.0	6343898.0	6343898.0
Mucilaginibacter sp.	0.263022	0.17106777777777776	0.12854156858461951	0.263022	0.0	7149106.0	5301339.0
Mucinivorans hirudinis	0.0	0.0		0.0	0.0	3149227.0	3149227.0
Murdochiella vaginalis	0.0	0.0		0.0	0.0	1671491.0	1671491.0
Muribaculum intestinale	0.0	0.0		0.0	0.0	3306457.0	3306457.0
Muricauda lutaonensis	0.0	0.0		0.0	0.0	3274259.0	3274259.0
Muricauda ruestringensis	0.0	0.0		0.0	0.0	3842422.0	3842422.0
Muriicola sp.	0.0	0.0		0.0	0.0	3067493.0	3067493.0
Mycetocola sp.	0.0	0.0		0.0	0.0	3193647.0	3193647.0
Mycoavidus cysteinexigens	0.0	0.0		0.0	0.0	2795004.0	2795004.0
Mycobacterium avium	0.015508	0.0084702419505	0.006460394909284546	0.014302700000000003	0.000215742	5626623.0	4781002.0
Mycobacterium canettii							
Mycobacterium chimaera	0.015508	0.007503562857142857	0.005411187879475956	0.0129198	0.00197282	6593403.0	5938632.0
Mycobacterium colombiense	0.0	0.0		0.0	0.0	5581643.0	5581643.0
Mycobacterium dioxanotrophicus	0.0	0.0		0.0	0.0	8080416.0	8080416.0
Mycobacterium haemophilum	0.0	0.0		0.0	0.0	4235765.0	4235765.0
Mycobacterium intracellulare	0.0138485	0.007862536	0.004829655336116992	0.011801700000000002	0.00486359	5638643.0	5402402.0
Mycobacterium kansasii	0.0	0.0		0.0	0.0	6577228.0	6577228.0
Mycobacterium leprae	0.000264084	0.00010792605	0.00011958592687439436	0.00024594225	1.787055e-05	3268203.0	3187112.0
Mycobacterium lepraemurium							
Mycobacterium liflandii							
Mycobacterium marinum	0.0164989	0.0063319747199999995	0.006675514583780461	0.0150285	0.000906124	6660144.0	6450522.0
Mycobacterium marseillense	0.0	0.0		0.0	0.0	5285642.0	5285642.0
Mycobacterium paragordonae	0.0	0.0		0.0	0.0	7224251.0	7224251.0
Mycobacterium paraintracellulare							
Mycobacterium pseudoshottsii							
Mycobacterium shigaense	0.00160079	0.000800395	0.000924216537416061	0.00160079	0.0	5232660.0	5207883.0
Mycobacterium sp.	0.295981	0.17010304345679012	0.09372368907224138	0.23011	0.0981375	7221766.0	5920523.0
Mycobacterium tuberculosis	0.00157453	0.0005296887578605383	0.00036298656090954454	0.0006561539999999999	0.000239895	4444417.0	4332698.0
Mycobacterium ulcerans							
Mycobacteroides abscessus	0.0335842	0.018437976985858587	0.010374964133344058	0.0273375	0.010870200000000002	5331134.0	4687873.0
Mycobacteroides chelonae	0.0	0.0		0.0	0.0	5348362.0	5348362.0
Mycobacteroides immunogenum	0.000167546	8.3773e-05	9.673272820164504e-05	0.000167546	0.0	5604845.0	5573781.0
Mycobacteroides salmoniphilum	0.0	0.0		0.0	0.0	4776697.0	4776697.0
Mycobacteroides saopaulense	0.0	0.0		0.0	0.0	4649175.0	4649175.0
Mycolicibacter sinensis	0.0	0.0		0.0	0.0	4643668.0	4643668.0
Mycolicibacter terrae	0.0	0.0		0.0	0.0	4532317.0	4532317.0
Mycolicibacterium aurum	0.210897	0.1054485	0.1217614397212845	0.210897	0.0	6038730.0	6035584.0
Mycolicibacterium chitae	0.0	0.0		0.0	0.0	5461769.0	5461769.0
Mycolicibacterium chubuense	0.0	0.0		0.0	0.0	6342624.0	6342624.0
Mycolicibacterium flavescens	0.0	0.0		0.0	0.0	5395557.0	5395557.0
Mycolicibacterium fortuitum	0.0	0.0		0.0	0.0	6254616.0	6254616.0
Mycolicibacterium gilvum	0.0138485	0.00692425	0.007995435202872532	0.0138485	0.0	5982829.0	5783292.0
Mycolicibacterium goodii	0.0	0.0		0.0	0.0	7105933.0	7105933.0
Mycolicibacterium hassiacum	0.0	0.0		0.0	0.0	5269097.0	5269097.0
Mycolicibacterium neoaurum	0.0	0.0	0.0	0.0	0.0	5421383.0	5421267.0
Mycolicibacterium phlei							
Mycolicibacterium rhodesiae	0.0	0.0		0.0	0.0	6415739.0	6415739.0
Mycolicibacterium smegmatis	0.0162193	0.005827055689795919	0.006864381788255351	0.00944662	0.0	7119169.0	6983267.0
Mycolicibacterium thermoresistibile	0.0	0.0		0.0	0.0	4950685.0	4950685.0
Mycolicibacterium vaccae	0.0	0.0		0.0	0.0	6235754.0	6235754.0
Mycolicibacterium vanbaalenii	0.0	0.0		0.0	0.0	6491865.0	6491865.0
Mycoplasma agalactiae	0.040173400000000005	0.01808454	0.020708625177560076	0.0396325	0.0	1006702.0	869926.0
Mycoplasma alkalescens	0.0	0.0		0.0	0.0	821059.0	821059.0
Mycoplasma anatis	0.000239895	0.0001199475	0.00013850344282724528	0.000239895	0.0	978241.0	956094.0
Mycoplasma anseris	0.0	0.0		0.0	0.0	750009.0	750009.0
Mycoplasma arginini	0.0171265	0.00856325	0.009887989385276125	0.0171265	0.0	741674.0	678592.0
Mycoplasma arthritidis	0.000557238	0.000278619	0.0003217215093026887	0.000557238	0.0	820453.0	806209.0
Mycoplasma bovigenitalium	0.04058540000000002	0.02029270000000001	0.02343199161516865	0.04058540000000002	0.0	853553.0	841512.0
Mycoplasma bovirhinis	0.0180709	0.009149746666666667	0.007988606178846221	0.015943000000000002	0.0	948039.0	847985.0
Mycoplasma bovis	0.017593900000000003	0.004118116591666667	0.006178394787586232	0.0086251275	0.000312573	1038531.0	948121.0
Mycoplasma bovoculi	0.0	0.0		0.0	0.0	760240.0	760240.0
Mycoplasma californicum	0.263022	0.058982847421874984	0.1088505131666487	0.00694555	4.172480000000002e-05	805917.0	793841.0
Mycoplasma canadense	0.0	0.0		0.0	0.0	693241.0	693241.0
Mycoplasma canis	0.0186813	0.008325802222222222	0.009737288928393747	0.0184965	0.0	996787.0	897443.0
Mycoplasma capricolum	0.0244475	0.006463722285714285	0.010242374845223385	0.0011856	0.0006561539999999999	1017333.0	1010023.0
Mycoplasma citelli	0.0	0.0		0.0	0.0	1242365.0	1242365.0
Mycoplasma cloacale	0.00014350299999999998	7.175149999999999e-05	8.285149567951886e-05	0.00014350299999999998	0.0	689509.0	659552.0
Mycoplasma columbinasale	0.0	0.0		0.0	0.0	849456.0	849456.0
Mycoplasma columbinum	0.0	0.0		0.0	0.0	776661.0	776661.0
Mycoplasma columborale	0.0	0.0		0.0	0.0	966675.0	966675.0
Mycoplasma conjunctivae							
Mycoplasma crocodyli	0.0	0.0		0.0	0.0	934379.0	934379.0
Mycoplasma cynos	0.0122141	0.00610705	0.007051813922909008	0.0122141	0.0	1093147.0	998123.0
Mycoplasma dispar	0.011264299999999998	0.005006355555555554	0.005936807374572445	0.011264299999999998	0.0	1084609.0	1065810.0
Mycoplasma edwardii	0.0	0.0		0.0	0.0	832213.0	832213.0
Mycoplasma fermentans	0.00614558	0.00307279	0.0035481522673263804	0.00614558	0.0	1118751.0	977524.0
Mycoplasma flocculare	0.0	0.0		0.0	0.0	778866.0	778866.0
Mycoplasma gallinaceum	0.0	0.0		0.0	0.0	1074838.0	1074838.0
Mycoplasma gallisepticum	0.0181313	0.009059457235555556	0.006727152923161092	0.0146626	0.000557238	1012800.0	926650.0
Mycoplasma gallopavonis	0.0	0.0		0.0	0.0	1028044.0	1028044.0
Mycoplasma genitalium	0.00334352	0.0021384904	0.001234580640492552	0.00302611	0.00149601	580076.0	579504.0
Mycoplasma glycophilum	0.0	0.0		0.0	0.0	973410.0	973410.0
Mycoplasma haemocanis	0.0	0.0		0.0	0.0	919992.0	919992.0
Mycoplasma haemofelis	0.0	0.0		0.0	0.0	1147259.0	1147259.0
Mycoplasma hominis	0.0210181	0.015815755102040818	0.006655552982505825	0.0194352	0.0168391	766228.0	665445.0
Mycoplasma hyopneumoniae	0.0150285	0.01065026301234568	0.004895205528404918	0.013550799999999998	0.0111321	964503.0	892758.0
Mycoplasma hyorhinis	0.00489536	0.0019388470624999998	0.001619366665021421	0.0026934025	0.000367329	853957.0	829709.0
Mycoplasma hyosynoviae	0.0	0.0		0.0	0.0	863547.0	863547.0
Mycoplasma iowae	0.0	0.0		0.0	0.0	1278574.0	1278574.0
Mycoplasma leachii							
Mycoplasma maculosum	0.0	0.0		0.0	0.0	919297.0	919297.0
Mycoplasma meleagridis	0.0	0.0		0.0	0.0	644173.0	644173.0
Mycoplasma mobile	0.0	0.0		0.0	0.0	777079.0	777079.0
Mycoplasma mycoides	0.0370638	0.013968866991883454	0.016564123070675674	0.035505	0.000409992	1211703.0	977253.0
Mycoplasma neurolyticum	0.0	0.0		0.0	0.0	1040908.0	1040908.0
Mycoplasma orale	0.0	0.0		0.0	0.0	806218.0	806218.0
Mycoplasma ovipneumoniae	0.0	0.0		0.0	0.0	1190886.0	1190886.0
Mycoplasma ovis	0.0	0.0		0.0	0.0	702511.0	702511.0
Mycoplasma parvum	0.0	0.0		0.0	0.0	564395.0	564395.0
Mycoplasma penetrans	0.0	0.0		0.0	0.0	1358633.0	1358633.0
Mycoplasma phocidae	0.0	0.0		0.0	0.0	814478.0	814478.0
Mycoplasma phocirhinis	0.0	0.0		0.0	0.0	865472.0	865472.0
Mycoplasma pneumoniae	0.00197282	0.0009243654038317366	0.0007443330512313086	0.00165343	0.000191626	857799.0	801203.0
Mycoplasma pullorum	0.0	0.0		0.0	0.0	1007172.0	1007172.0
Mycoplasma pulmonis	0.00420918	0.00210459	0.002430171206067589	0.00420918	0.0	963879.0	962791.0
Mycoplasma putrefaciens	0.00846101	0.003765743866666666	0.004454330120039698	0.00846101	0.0	859996.0	832598.0
Mycoplasma salivarium	0.0	0.0		0.0	0.0	1737288.0	1737288.0
Mycoplasma sp.	1.0	0.5	0.5773502691896257	1.0	0.0	737591.0	647830.0
Mycoplasma suis	0.0166683	0.00833415	0.009623447491933439	0.0166683	0.0	742431.0	709270.0
Mycoplasma synoviae	0.00811798	0.004679239175999999	0.0036109774339284006	0.00778092	0.0	848181.0	799476.0
Mycoplasma wenyonii	0.0	0.0		0.0	0.0	650228.0	650228.0
Mycoplasma yeatsii	0.0	0.0		0.0	0.0	895051.0	895051.0
Myroides odoratimimus	0.0208822	0.0104411	0.012056343791271604	0.0208822	0.0	4457748.0	3938030.0
Myroides profundi							
Myroides sp.							
Myxococcus fulvus	0.0	0.0		0.0	0.0	11048835.0	11048835.0
Myxococcus hansupus	0.0	0.0		0.0	0.0	9490432.0	9490432.0
Myxococcus macrosporus	0.0118471	0.00592355	0.0068399263741164154	0.0118471	0.0	9003593.0	8973512.0
Myxococcus stipitatus	0.0	0.0		0.0	0.0	10350586.0	10350586.0
Myxococcus xanthus	0.0	0.0		0.0	0.0	9139763.0	9139763.0
Nakamurella multipartita	0.0	0.0		0.0	0.0	6060298.0	6060298.0
Nakamurella sp.	0.0	0.0		0.0	0.0	3377955.0	3377955.0
Natranaerobius thermophilus	0.0	0.0		0.0	0.0	3191453.0	3191453.0
Nautilia profundicola	0.132399	0.0661995	0.07644059829043726	0.132399	0.0	1791100.0	1676444.0
Ndongobacter massiliensis	0.0	0.0		0.0	0.0	1864878.0	1864878.0
Negativicoccus massiliensis	0.0	0.0		0.0	0.0	1360589.0	1360589.0
Neisseria animalis	0.0	0.0		0.0	0.0	2240945.0	2240945.0
Neisseria animaloris	0.0154006	0.0077003	0.00889154055568175	0.0154006	0.0	2338721.0	2283939.0
Neisseria canis	0.0	0.0		0.0	0.0	2569389.0	2569389.0
Neisseria cinerea	0.0	0.0		0.0	0.0	1832904.0	1832904.0
Neisseria elongata	0.03515669999999998	0.021793398824999997	0.017423957385313806	0.0350703	3.576795000000002e-05	2534634.0	2249415.0
Neisseria flavescens							
Neisseria gonorrhoeae	0.00502299	0.0027827808099173553	0.001044653395174167	0.00340187	0.0023533	2278947.0	2153922.0
Neisseria lactamica	0.0196275	0.00981375	0.01133194240851938	0.0196275	0.0	2220606.0	2200224.0
Neisseria meningitidis	0.0229306	0.012696232215490304	0.00705478961289663	0.017593900000000003	0.00534606	2397461.0	2139957.0
Neisseria mucosa	0.0	0.0		0.0	0.0	2688408.0	2688408.0
Neisseria polysaccharea							
Neisseria sicca							
Neisseria sp.	0.243761	0.13775800000000002	0.10810307200190937	0.219531	0.0	2511904.0	2371912.0
Neisseria subflava	0.0483865	0.02419325	0.027935958800143827	0.0483865	0.0	2321871.0	2195659.0
Neisseria weaveri	0.00853806	0.00426903	0.004929451239357176	0.00853806	0.0	2238481.0	2188497.0
Neisseria zoodegmatis	0.0	0.0		0.0	0.0	2552522.0	2552522.0
Neisseriaceae bacterium	0.0	0.0		0.0	0.0	2820660.0	2820660.0
Neoasaia chiangmaiensis	0.0	0.0		0.0	0.0	3407860.0	3407860.0
Neochlamydia sp.	0.0	0.0		0.0	0.0	2817974.0	2817974.0
Neomicrococcus aestuarii	0.0	0.0		0.0	0.0	2667837.0	2667837.0
Neorhizobium galegae	0.0489202	0.0244601	0.028244090638810327	0.0489202	0.0	6455027.0	6413184.0
Neorhizobium sp.	0.182269	0.0911345	0.10523305621492389	0.182269	0.0	6351242.0	4561173.0
Neorickettsia helminthoeca	0.0	0.0		0.0	0.0	884232.0	884232.0
Neorickettsia risticii	0.0	0.0		0.0	0.0	879977.0	879977.0
Neorickettsia sennetsu	0.0	0.0		0.0	0.0	859006.0	859006.0
Niabella ginsenosidivorans	0.0	0.0		0.0	0.0	5627734.0	5627734.0
Niabella soli	0.0	0.0		0.0	0.0	4697343.0	4697343.0
Niastella koreensis	0.0	0.0		0.0	0.0	9033684.0	9033684.0
Nitratifractor salsuginis	0.0	0.0		0.0	0.0	2101285.0	2101285.0
Nitratireductor basaltis	0.0	0.0		0.0	0.0	3357577.0	3357577.0
Nitratireductor sp.	0.0	0.0		0.0	0.0	4835764.0	4835764.0
Nitratiruptor sp.	0.0	0.0		0.0	0.0	1877931.0	1877931.0
Nitrobacter hamburgensis	0.0	0.0		0.0	0.0	5011522.0	5011522.0
Nitrobacter winogradskyi	0.0	0.0		0.0	0.0	3402093.0	3402093.0
Nitrosococcus halophilus	0.0	0.0		0.0	0.0	4145260.0	4145260.0
Nitrosococcus oceani	0.0	0.0		0.0	0.0	3522111.0	3522111.0
Nitrosococcus wardiae	0.0	0.0		0.0	0.0	4022640.0	4022640.0
Nitrosococcus watsonii	0.0	0.0		0.0	0.0	3373286.0	3373286.0
Nitrosomonas communis	0.0	0.0		0.0	0.0	4067838.0	4067838.0
Nitrosomonas europaea	0.0	0.0		0.0	0.0	2812094.0	2812094.0
Nitrosomonas eutropha	0.0	0.0		0.0	0.0	2781824.0	2781824.0
Nitrosomonas sp.	0.295981	0.1479905	0.17088471002501462	0.295981	0.0	3783444.0	3337023.0
Nitrosomonas ureae	0.0	0.0		0.0	0.0	3307820.0	3307820.0
Nitrosospira briensis	0.0	0.0		0.0	0.0	3210113.0	3210113.0
Nitrosospira lacus	0.0	0.0		0.0	0.0	3261088.0	3261088.0
Nitrosospira multiformis	0.0	0.0		0.0	0.0	3234309.0	3234309.0
Nitrospira defluvii	0.0	0.0		0.0	0.0	4317083.0	4317083.0
Nitrospira japonica	0.0	0.0		0.0	0.0	4084817.0	4084817.0
Nitrospira moscoviensis	0.0	0.0		0.0	0.0	4589485.0	4589485.0
Nitrospirillum amazonense	0.0	0.0		0.0	0.0	7382386.0	7382386.0
Niveispirillum cyanobacteriorum	0.0	0.0		0.0	0.0	6048780.0	6048780.0
Nocardia asteroides	0.0	0.0		0.0	0.0	6983363.0	6983363.0
Nocardia brasiliensis	0.044093400000000005	0.022046700000000002	0.025457336359485848	0.044093400000000005	0.0	9436348.0	8935513.0
Nocardia cyriacigeorgica	0.080322	0.042653133333333336	0.036108325106649575	0.0747985	0.0	6476621.0	6194645.0
Nocardia farcinica	0.0139988	0.006221688888888889	0.007378015418194185	0.0139988	0.0	6459780.0	6292344.0
Nocardia nova	0.0	0.0		0.0	0.0	8348532.0	8348532.0
Nocardia seriolae	0.0011089	0.00055445	0.0006402237135043759	0.0011089	0.0	8304518.0	8121733.0
Nocardia sp.	0.210897	0.1054485	0.1217614397212845	0.210897	0.0	8919230.0	7310115.0
Nocardia terpenica	0.0	0.0		0.0	0.0	8918539.0	8918539.0
Nocardioides baekrokdamisoli	0.0	0.0		0.0	0.0	2965302.0	2965302.0
Nocardioides daphniae	0.0	0.0		0.0	0.0	3558816.0	3558816.0
Nocardioides dokdonensis	0.0	0.0		0.0	0.0	4376707.0	4376707.0
Nocardioides sp.	0.263022	0.17910666666666666	0.08500812996750033	0.23011	0.182269	5293685.0	3321975.0
Nocardiopsis alba	0.0	0.0		0.0	0.0	5848211.0	5848211.0
Nocardiopsis dassonvillei	0.0168963	0.007328598425	0.007765729658976384	0.016725300000000002	1.787055e-05	6641645.0	6541269.0
Nocardiopsis gilva	0.0	0.0		0.0	0.0	6142152.0	6142152.0
Nodularia spumigena	0.0	0.0		0.0	0.0	5386612.0	5386612.0
Nonlabens dokdonensis	0.0	0.0		0.0	0.0	3914632.0	3914632.0
Nonlabens sediminis	0.0	0.0		0.0	0.0	2835711.0	2835711.0
Nonlabens sp.	0.263022	0.131511	0.15185582250279372	0.263022	0.0	3184776.0	2872100.0
Nonomuraea sp.	0.0	0.0		0.0	0.0	13047416.0	13047416.0
Nostoc flagelliforme	0.0	0.0		0.0	0.0	10231233.0	10231233.0
Nostoc punctiforme	0.0	0.0		0.0	0.0	9059191.0	9059191.0
